zipcode,Quantity
00601,17
00602,28
00603,71
00606,4
00610,26
00612,70
00616,3
00617,34
00622,4
00623,39
00624,21
00627,23
00637,32
00638,12
00641,19
00646,41
00647,7
00650,6
00652,1
00653,5
00656,18
00659,20
00660,26
00662,79
00664,5
00667,8
00669,19
00670,4
00674,52
00676,20
00677,6
00678,37
00680,71
00682,33
00683,38
00685,23
00687,38
00688,2
00690,11
00692,38
00693,73
00698,41
00703,6
00704,11
00705,31
00707,4
00714,19
00715,3
00716,51
00717,13
00718,28
00719,7
00720,1
00723,13
00725,129
00727,70
00728,64
00729,58
00730,53
00731,7
00735,11
00736,56
00738,33
00739,41
00740,4
00741,4
00745,70
00751,29
00754,26
00757,24
00766,24
00767,32
00769,40
00771,44
00772,4
00773,28
00777,42
00778,51
00780,23
00782,2
00783,30
00784,47
00791,46
00794,17
00795,38
00901,13
00907,19
00909,4
00911,8
00912,6
00913,10
00915,39
00917,39
00918,23
00920,25
00921,65
00923,38
00924,60
00925,5
00926,115
00927,18
00949,102
00952,21
00953,81
00956,121
00957,80
00959,73
00961,51
00962,32
00965,10
00966,23
00968,7
00969,59
00971,9
00976,59
00979,27
00982,28
00983,79
00985,66
00987,69
32003,22
32009,2
32011,15
32034,32
32065,41
32068,63
32073,45
32081,21
32082,29
32084,35
32092,62
32095,37
32097,19
32114,62
32117,59
32118,30
32119,51
32124,42
32127,47
32128,38
32129,32
32132,15
32141,30
32159,42
32162,46
32163,60
32168,55
32169,11
32174,87
32176,20
32202,6
32204,6
32205,18
32206,19
32207,31
32208,21
32209,16
32210,44
32211,30
32216,32
32217,9
32218,88
32219,12
32220,5
32221,28
32222,19
32223,32
32224,32
32225,41
32226,17
32233,13
32234,4
32244,45
32246,40
32250,29
32254,10
32256,53
32257,28
32258,27
32259,62
32266,3
32277,23
32617,7
32696,17
32701,45
32703,92
32707,57
32708,62
32709,3
32712,81
32713,43
32714,65
32720,43
32723,3
32724,73
32725,74
32726,24
32730,14
32732,11
32736,23
32738,80
32744,7
32746,76
32750,49
32751,35
32754,18
32757,44
32763,24
32764,9
32765,115
32766,21
32771,118
32773,76
32776,23
32778,37
32779,39
32780,67
32789,44
32792,98
32796,35
32798,3
32801,46
32803,35
32804,34
32805,50
32806,44
32807,75
32808,117
32809,83
32810,62
32811,136
32812,72
32814,4
32816,12
32817,68
32818,123
32819,76
32820,22
32821,55
32822,158
32824,144
32825,143
32826,65
32827,44
32828,116
32829,54
32831,1
32832,87
32833,23
32835,99
32836,59
32837,118
32839,144
32885,1
32891,1
32901,49
32904,75
32905,59
32907,107
32920,44
32922,26
32926,51
32927,39
32931,28
32934,42
32935,82
32937,47
32940,80
32952,38
32953,45
32955,71
32960,98
32962,157
32968,78
33004,95
33009,567
33010,561
33012,817
33013,445
33014,621
33015,514
33016,587
33018,678
33019,77
33020,294
33021,230
33023,948
33024,423
33025,403
33026,135
33027,378
33028,128
33029,355
33030,241
33031,44
33032,585
33033,532
33034,214
33035,102
33054,402
33055,427
33056,325
33060,199
33062,107
33063,447
33064,499
33065,254
33066,113
33067,125
33068,336
33069,194
33071,186
33073,154
33076,150
33122,1083
33125,484
33126,1308
33127,179
33128,65
33129,60
33130,234
33131,104
33132,123
33133,149
33134,227
33135,447
33136,113
33137,155
33138,114
33139,187
33140,107
33141,283
33142,498
33143,168
33144,351
33145,204
33146,52
33147,537
33149,51
33150,206
33154,55
33155,411
33156,135
33157,526
33158,24
33160,280
33161,313
33162,292
33165,476
33166,2910
33167,177
33168,188
33169,277
33170,191
33172,1211
33173,223
33174,295
33175,468
33176,258
33177,479
33178,1343
33179,349
33180,200
33181,117
33182,861
33183,271
33184,237
33185,225
33186,767
33187,137
33189,191
33190,89
33192,485
33193,330
33194,30
33195,1460
33196,364
33198,417
33301,75
33304,99
33305,58
33306,11
33308,102
33309,358
33311,1159
33312,373
33313,416
33314,294
33315,144
33316,113
33317,234
33319,322
33321,281
33322,302
33323,119
33324,218
33325,179
33326,127
33327,65
33328,130
33330,71
33331,104
33332,118
33334,238
33351,883
33388,1
33401,145
33403,69
33404,206
33405,111
33406,182
33407,179
33408,66
33409,356
33410,135
33411,381
33412,83
33413,120
33414,257
33415,397
33417,189
33418,155
33426,156
33428,183
33431,98
33432,87
33433,167
33434,91
33435,194
33436,221
33437,162
33441,165
33442,187
33444,97
33445,155
33446,123
33449,31
33455,89
33458,200
33460,186
33461,307
33462,177
33463,371
33467,266
33469,52
33470,231
33472,91
33473,36
33477,34
33478,67
33480,29
33483,36
33484,129
33486,62
33487,76
33493,19
33496,100
33498,56
33510,73
33511,124
33527,22
33534,37
33541,44
33543,74
33544,53
33545,72
33547,59
33548,13
33549,22
33556,56
33558,34
33559,31
33563,41
33565,35
33566,33
33567,26
33569,60
33570,50
33572,43
33573,45
33578,127
33579,123
33584,66
33592,16
33594,60
33596,55
33598,68
33602,47
33603,47
33604,91
33605,33
33606,35
33607,47
33609,15
33610,93
33611,53
33612,96
33613,95
33614,165
33615,147
33616,43
33617,94
33618,48
33619,103
33624,73
