zipcode,Quantity
00601,28
00602,76
00603,120
00606,6
00610,56
00612,197
00616,25
00617,70
00622,9
00623,97
00624,47
00627,64
00637,66
00638,36
00641,47
00646,93
00647,6
00650,34
00652,6
00653,17
00656,33
00659,46
00660,60
00662,170
00664,17
00667,27
00669,69
00670,7
00674,95
00676,74
00677,30
00678,86
00680,148
00682,80
00683,74
00685,64
00687,48
00688,12
00690,28
00692,88
00693,155
00694,1
00698,77
00703,38
00704,23
00705,46
00707,25
00714,38
00715,2
00716,94
00717,40
00718,61
00719,41
00720,25
00723,40
00725,259
00727,153
00728,101
00729,128
00730,115
00731,20
00735,27
00736,113
00738,90
00739,113
00740,4
00741,17
00745,130
00751,51
00754,85
00757,70
00766,44
00767,64
00769,92
00771,77
00772,30
00773,42
00777,85
00778,113
00780,40
00782,39
00783,54
00784,104
00791,108
00794,60
00795,98
00901,17
00907,34
00909,16
00911,16
00912,19
00913,21
00915,65
00917,70
00918,42
00920,66
00921,103
00923,72
00924,130
00925,14
00926,246
00927,39
00949,197
00952,30
00953,188
00956,208
00957,161
00959,150
00961,110
00962,63
00965,26
00966,45
00968,12
00969,103
00971,34
00976,138
00979,43
00982,49
00983,115
00985,144
00987,158
08844,1
11373,1
11783,1
14304,1
19147,1
19151,1
20740,1
21403,1
27703,1
28078,1
28206,1
28273,1
30016,1
30907,2
32003,17
32009,2
32011,8
32034,17
32065,34
32068,30
32073,30
32081,13
32082,13
32084,28
32092,34
32095,17
32097,14
32114,73
32117,66
32118,46
32119,45
32124,46
32127,61
32128,33
32129,46
32132,4
32141,29
32159,47
32162,54
32163,53
32168,90
32169,17
32174,117
32176,25
32202,3
32204,4
32205,17
32206,13
32207,21
32208,26
32209,18
32210,49
32211,26
32216,31
32217,15
32218,54
32219,13
32220,10
32221,17
32222,14
32223,16
32224,19
32225,44
32226,13
32233,14
32234,5
32244,46
32246,46
32250,9
32254,12
32256,44
32257,34
32258,21
32259,50
32266,2
32277,34
32617,10
32696,32
32701,40
32703,98
32707,78
32708,64
32709,3
32712,112
32713,63
32714,63
32720,51
32723,2
32724,74
32725,107
32726,33
32730,11
32732,14
32736,31
32738,80
32744,12
32746,63
32750,50
32751,37
32754,28
32757,40
32763,49
32764,13
32765,111
32766,33
32771,104
32773,55
32776,31
32778,39
32779,40
32780,53
32789,34
32792,76
32796,24
32798,6
32801,35
32803,21
32804,33
32805,35
32806,37
32807,81
32808,136
32809,95
32810,76
32811,116
32812,69
32814,14
32816,6
32817,60
32818,119
32819,59
32820,22
32821,85
32822,138
32824,157
32825,138
32826,54
32827,49
32828,113
32829,53
32832,87
32833,23
32835,97
32836,49
32837,131
32839,117
32901,69
32904,89
32905,77
32907,143
32920,49
32922,35
32926,49
32927,58
32931,18
32934,36
32935,87
32937,54
32940,80
32952,30
32953,48
32955,73
32960,154
32962,193
32968,87
33004,118
33009,658
33010,678
33012,1044
33013,546
33014,826
33015,658
33016,800
33018,848
33019,58
33020,440
33021,307
33023,1175
33024,538
33025,492
33026,165
33027,418
33028,167
33029,353
33030,303
33031,66
33032,778
33033,654
33034,252
33035,169
33054,525
33055,551
33056,380
33060,304
33062,109
33063,619
33064,657
33065,288
33066,111
33067,152
33068,489
33069,232
33071,201
33073,191
33076,157
33122,1894
33125,608
33126,2950
33127,243
33128,105
33129,63
33130,277
33131,129
33132,203
33133,212
33134,311
33135,570
33136,129
33137,165
33138,154
33139,264
33140,116
33141,318
33142,704
33143,171
33144,369
33145,253
33146,71
33147,670
33149,65
33150,244
33154,66
33155,525
33156,175
33157,609
33158,16
33160,302
33161,384
33162,379
33165,534
33166,7178
33167,242
33168,255
33169,372
33170,233
33172,2234
33173,251
33174,356
33175,566
33176,359
33177,592
33178,1880
33179,426
33180,198
33181,166
33182,1260
33183,307
33184,265
33185,269
33186,932
33187,239
33189,252
33190,124
33192,737
33193,423
33194,52
33195,2362
33196,525
33198,1024
33301,90
33304,110
33305,48
33306,16
33308,107
33309,451
33311,2255
33312,390
33313,529
33314,355
33315,204
33316,100
33317,216
33319,360
33321,329
33322,371
33323,123
33324,252
33325,192
33326,160
33327,102
33328,170
33330,80
33331,114
33332,130
33334,293
33351,1772
33388,3
33401,174
33403,96
33404,213
33405,140
33406,266
33407,221
33408,59
33409,430
33410,174
33411,489
33412,95
33413,153
