zipcode,Quantity
00601,36
00602,84
00603,117
00606,5
00610,58
00612,165
00616,14
00617,57
00622,14
00623,73
00624,46
00627,73
00637,52
00638,26
00641,50
00646,91
00647,6
00650,36
00652,6
00653,18
00656,25
00659,50
00660,24
00662,148
00664,15
00667,23
00669,45
00670,10
00674,104
00676,57
00677,28
00678,74
00680,133
00682,64
00683,61
00685,77
00687,46
00688,12
00690,18
00692,68
00693,146
00698,80
00703,29
00704,32
00705,59
00707,22
00714,44
00715,7
00716,81
00717,42
00718,46
00719,31
00720,14
00723,31
00725,258
00727,132
00728,93
00729,108
00730,110
00731,16
00735,22
00736,120
00738,93
00739,107
00740,1
00741,12
00745,96
00751,44
00754,59
00757,52
00766,51
00767,63
00769,81
00771,84
00772,19
00773,40
00777,72
00778,114
00780,51
00782,33
00783,58
00784,96
00791,124
00794,43
00795,88
00901,17
00907,36
00909,18
00911,18
00912,22
00913,15
00915,59
00917,57
00918,53
00920,47
00921,95
00923,60
00924,150
00925,19
00926,289
00927,28
00949,203
00952,22
00953,157
00956,189
00957,167
00959,135
00961,91
00962,69
00965,15
00966,31
00968,12
00969,100
00971,28
00976,147
00979,61
00982,46
00983,131
00985,132
00987,180
32003,11
32009,3
32011,14
32034,21
32065,20
32068,45
32073,29
32081,12
32082,19
32084,20
32092,33
32095,12
32097,7
32114,69
32117,91
32118,32
32119,40
32124,29
32127,34
32128,48
32129,45
32132,6
32141,34
32159,23
32162,34
32163,32
32168,54
32169,10
32174,86
32176,9
32202,3
32204,3
32205,15
32206,9
32207,25
32208,22
32209,19
32210,34
32211,29
32216,23
32217,13
32218,55
32219,16
32220,5
32221,20
32222,10
32223,16
32224,20
32225,36
32226,16
32233,14
32234,5
32244,31
32246,33
32250,17
32254,6
32256,44
32257,18
32258,23
32259,34
32266,4
32277,22
32617,8
32696,41
32701,28
32703,109
32707,46
32708,64
32709,4
32712,95
32713,37
32714,58
32720,52
32723,1
32724,54
32725,79
32726,32
32730,5
32732,14
32736,14
32738,99
32744,5
32746,51
32750,33
32751,33
32754,28
32757,54
32763,27
32764,12
32765,94
32766,20
32771,95
32773,59
32776,18
32778,45
32779,35
32780,69
32789,29
32792,89
32796,33
32798,3
32801,37
32803,26
32804,23
32805,43
32806,46
32807,72
32808,141
32809,81
32810,75
32811,126
32812,60
32814,7
32816,15
32817,61
32818,143
32819,78
32820,13
32821,89
32822,162
32824,138
32825,144
32826,56
32827,54
32828,124
32829,31
32831,1
32832,95
32833,20
32835,117
32836,54
32837,99
32839,174
32885,1
32901,62
32904,107
32905,68
32907,146
32920,66
32922,37
32926,24
32927,48
32931,13
32934,34
32935,83
32937,35
32940,72
32952,21
32953,41
32955,54
32960,118
32962,160
32968,80
33004,124
33009,617
33010,632
33012,887
33013,458
33014,690
33015,632
33016,729
33018,796
33019,80
33020,410
33021,308
33023,1334
33024,498
33025,490
33026,132
33027,338
33028,141
33029,391
33030,250
33031,48
33032,635
33033,546
33034,217
33035,147
33054,458
33055,485
33056,386
33060,203
33062,117
33063,509
33064,582
33065,348
33066,94
33067,132
33068,424
33069,234
33071,193
33073,173
33076,179
33122,980
33125,542
33126,2845
33127,219
33128,90
33129,55
33130,251
33131,131
33132,208
33133,186
33134,293
33135,473
33136,128
33137,155
33138,106
33139,240
33140,99
33141,253
33142,602
33143,161
33144,301
33145,205
33146,89
33147,516
33149,59
33150,197
33154,44
33155,438
33156,145
33157,558
33158,11
33160,255
33161,348
33162,318
33165,480
33166,6836
33167,172
33168,236
33169,342
33170,191
33172,1221
33173,201
33174,294
33175,531
33176,346
33177,516
33178,2001
33179,346
33180,175
33181,137
33182,1402
33183,283
33184,244
33185,228
33186,872
33187,145
33189,184
33190,106
33191,2
33192,637
33193,346
33194,34
33195,2643
33196,389
33198,998
33301,91
33304,98
33305,32
33306,20
33308,102
33309,356
33311,2310
33312,385
33313,465
33314,347
33315,162
33316,95
33317,250
33319,356
33321,338
33322,343
33323,112
33324,250
33325,167
33326,157
33327,83
33328,138
33330,58
33331,128
33332,108
33334,278
33351,1885
33388,1
33401,145
33403,80
33404,219
33405,118
33406,190
33407,238
33408,53
33409,415
33410,130
33411,400
33412,93
33413,133
33414,281
33415,422
33417,220
33418,145
33426,145
33428,216
33430,53
33431,89
33432,68
33433,181
33434,89
33435,215
33436,233
33437,175
33441,179
33442,155
33444,122
33445,157
33446,116
33449,26
33455,70
33458,201
33460,221
33461,329
33462,208
33463,412
33467,289
33469,40
33470,264
33472,81
33473,48
33477,28
33478,56
33480,32
33483,39
33484,148
33486,73
33487,83
33493,22
33496,108
33498,50
33510,51
33511,98
33527,27
33534,43
33541,75
33543,83
33544,55
33545,86
33547,51
33548,5
33549,26
33556,47
33558,33
33559,24
33563,38
33565,37
33566,23
33567,20
33569,51
33570,71
33572,39
33573,54
33578,142
33579,112
33584,68
33592,22
33594,69
33596,45
33598,66
33602,35
33603,34
33604,81
33605,48
33606,38
33607,74
33609,22
33610,85
33611,42
33612,134
33613,66
33614,194
33615,142
33616,28
33617,112
33618,52
33619,107
33624,90
33625,67
33626,32
33629,37
33634,76
33635,43
33637,33
33647,115
33701,33
33702,43
33703,25
33704,12
33705,32
33706,17
33707,24
33708,14
33709,55
33710,47
33711,33
33712,38
33713,38
33714,44
33715,3
33716,21
33755,36
33756,43
33759,25
33760,14
33761,32
33762,4
33763,24
33764,44
33765,20
33770,22
33771,43
33772,23
33773,24
33774,20
33776,16
33777,27
33778,24
33781,41
33782,30
33801,58
33803,30
33805,47
33809,67
33810,92
33811,46
33812,21
33813,37
33815,28
33823,57
33830,87
33837,181
33839,14
33844,132
33850,11
33860,48
33868,13
33880,91
33881,86
33884,51
33896,79
33897,59
33901,129
33903,128
33904,155
33905,204
33907,135
33908,131
33909,319
33912,67
33913,134
33914,212
33916,147
33917,195
33919,110
33920,41
33922,15
33928,105
33931,8
33936,235
33946,6
33947,36
33948,99
33950,84
33952,192
33953,65
33954,76
33955,59
33956,15
33966,70
33967,141
33971,269
33972,154
33973,136
33974,192
33976,224
33980,57
33981,83
33982,102
33983,95
33990,218
33991,210
33993,352
34102,24
34103,32
34104,118
34105,61
34108,37
34109,98
34110,69
34112,139
34113,134
34114,132
34116,292
34117,141
34119,166
34120,338
34134,21
34135,160
34145,37
34201,8
34202,88
34203,189
34205,173
34207,190
34208,221
34209,103
34210,69
34211,135
34212,108
34219,294
34221,72
34222,16
34223,48
34224,65
34228,5
34229,25
34231,100
34232,156
34233,81
34234,122
34235,70
34236,37
34237,92
34238,84
34239,64
34240,112
34241,76
34242,14
34243,126
34251,46
34266,167
34269,35
34275,118
34285,46
34286,147
34287,118
34288,96
34289,19
34291,57
34292,45
34293,150
34420,34
34431,20
34432,27
34433,26
34434,49
34442,54
34453,42
34465,73
34470,33
34471,30
34472,71
34473,73
34474,29
34475,16
34476,43
34479,21
34480,42
34481,45
34482,46
34484,6
34491,36
34606,36
34607,11
34608,58
34609,82
34610,70
34637,25
34638,78
34639,42
34652,26
34653,42
34654,28
34655,63
34667,48
34668,70
34669,23
34677,31
34683,35
34684,33
34685,18
34688,10
34689,25
34690,22
34691,34
34695,17
34698,48
34705,10
34711,112
34714,71
34715,52
34731,14
34734,11
34736,52
34737,5
34741,161
34743,84
34744,180
34746,199
34747,73
34748,62
34753,18
34756,4
34758,124
34759,142
34760,3
34761,119
34762,29
34769,54
34771,130
34772,100
34773,24
34785,45
34786,72
34787,238
34788,22
34797,5
34945,34
34946,53
34947,111
34949,24
34950,109
34951,112
34952,253
34953,636
34956,46
34957,110
34981,33
34982,127
34983,358
34984,120
34986,179
34987,243
34990,120
34994,86
34996,25
34997,192
