zipcode,Quantity
00601,37
00602,66
00603,121
00606,5
00610,34
00612,154
00616,8
00617,60
00622,5
00623,96
00624,35
00627,64
00637,49
00638,31
00641,58
00646,96
00647,10
00650,33
00652,5
00653,18
00656,27
00659,76
00660,51
00662,179
00664,13
00667,17
00669,45
00670,6
00674,113
00676,64
00677,35
00678,116
00680,127
00682,71
00683,46
00685,58
00687,58
00688,16
00690,22
00692,68
00693,162
00694,1
00698,101
00703,17
00704,17
00705,39
00707,22
00714,53
00715,8
00716,97
00717,55
00718,39
00719,22
00720,17
00723,30
00725,238
00727,127
00728,102
00729,116
00730,102
00731,18
00735,26
00736,100
00738,98
00739,117
00740,4
00741,11
00745,116
00751,36
00754,64
00757,59
00766,46
00767,43
00769,75
00771,74
00772,16
00773,52
00777,81
00778,108
00780,34
00782,16
00783,46
00784,118
00791,108
00794,36
00795,85
00901,15
00907,60
00909,11
00911,13
00912,9
00913,25
00915,93
00917,43
00918,57
00920,74
00921,129
00923,81
00924,157
00925,12
00926,267
00927,50
00934,1
00949,193
00952,24
00953,180
00956,206
00957,151
00959,146
00961,103
00962,60
00965,23
00966,46
00968,11
00969,130
00971,28
00976,158
00979,51
00982,39
00983,125
00985,119
00987,162
02777,1
07002,1
07442,1
07757,1
11214,1
11552,1
11576,1
28104,1
28262,1
29201,1
30236,1
32003,34
32009,4
32011,24
32034,55
32065,59
32068,95
32073,57
32081,52
32082,45
32084,45
32092,86
32095,44
32097,37
32114,114
32117,99
32118,58
32119,56
32124,54
32127,65
32128,61
32129,58
32132,18
32141,60
32159,46
32162,60
32163,69
32168,68
32169,35
32174,138
32176,34
32202,7
32204,6
32205,23
32206,15
32207,48
32208,43
32209,32
32210,60
32211,45
32216,61
32217,32
32218,148
32219,24
32220,20
32221,64
32222,20
32223,37
32224,46
32225,91
32226,30
32233,30
32234,11
32244,88
32246,78
32250,38
32254,13
32256,109
32257,51
32258,62
32259,99
32266,16
32277,45
32617,10
32696,32
32701,54
32703,149
32707,82
32708,111
32709,4
32712,133
32713,52
32714,100
