zipcode,Quantity
00601,45
00602,108
00603,165
00606,12
00610,70
00612,218
00616,5
00617,81
00622,14
00623,139
00624,64
00627,76
00637,77
00638,32
00641,69
00646,157
00647,17
00650,46
00652,14
00653,26
00656,46
00659,55
00660,67
00662,229
00664,16
00667,45
00669,65
00670,16
00674,173
00676,73
00677,28
00678,159
00680,196
00682,128
00683,86
00685,60
00687,89
00688,18
00690,44
00692,109
00693,215
00694,1
00698,146
00703,25
00704,26
00705,70
00707,27
00714,61
00715,9
00716,132
00717,67
00718,59
00719,27
00720,21
00723,54
00725,374
00727,203
00728,173
00729,180
00730,179
00731,23
00735,55
00736,133
00738,154
00739,149
00740,4
00741,25
00745,186
00751,70
00754,92
00757,84
00766,76
00767,63
00769,121
00771,101
00772,23
00773,76
00777,136
00778,158
00780,74
00782,27
00783,71
00784,165
00791,164
00794,48
00795,129
00901,34
00907,52
00909,20
00911,24
00912,34
00913,28
00915,120
00917,100
00918,87
00920,89
00921,175
00923,113
00924,220
00925,19
00926,429
00927,60
00934,1
00949,292
00952,36
00953,246
00956,287
00957,204
00959,237
00961,150
00962,91
00965,34
00966,80
00968,20
00969,178
00971,42
00976,216
00979,107
00982,89
00983,196
00985,225
00987,235
32003,72
32009,10
32011,34
32034,93
32065,102
32068,169
32073,113
32081,72
32082,70
32084,74
32092,152
32095,70
32097,66
32114,119
32117,94
32118,44
32119,56
32124,50
32127,80
32128,69
32129,64
32132,17
32141,48
32159,81
32162,114
32163,110
32168,96
32169,24
32174,153
32176,52
32202,5
32204,13
32205,49
32206,24
32207,84
32208,49
32209,62
32210,148
32211,85
32216,95
32217,32
32218,207
32219,34
32220,25
32221,81
32222,55
32223,64
32224,74
32225,144
32226,58
32233,55
32234,15
32244,145
32246,148
32250,61
32254,24
32256,158
32257,110
32258,99
32259,185
32266,17
32277,85
32617,8
32696,19
32701,64
32703,200
32707,110
32708,148
32709,5
32712,202
32713,77
32714,91
32720,114
32723,6
32724,117
32725,144
32726,59
32730,16
32732,17
32736,26
32738,157
32744,8
32746,133
32750,80
32751,67
32754,31
32757,98
32763,72
32764,18
32765,175
32766,46
32771,158
32773,118
32776,34
32778,83
32779,90
32780,106
32789,80
32792,149
32796,58
32798,8
32801,66
32803,59
32804,53
32805,63
32806,81
32807,119
32808,191
32809,128
32810,117
32811,168
32812,87
32814,23
32816,13
32817,123
32818,199
32819,132
32820,41
32821,122
32822,246
32824,254
32825,219
32826,79
32827,94
32828,207
32829,86
32831,2
32832,186
32833,39
32835,167
32836,119
32837,174
32839,217
32901,82
32904,113
32905,82
32907,164
32920,74
32922,45
32926,66
32927,84
32931,32
32934,69
32935,119
32937,75
32940,179
32952,58
32953,70
32955,125
32960,145
32962,247
32968,143
33004,211
33009,893
33010,1017
33012,1522
33013,779
33014,1180
33015,1023
33016,1121
33018,1284
33019,116
33020,646
33021,524
33023,1561
33024,881
33025,759
33026,266
33027,710
33028,246
33029,587
33030,423
33031,96
33032,1044
33033,932
33034,323
33035,231
33054,760
33055,810
33056,587
33060,349
33062,191
33063,766
33064,881
33065,587
33066,178
33067,249
33068,686
33069,336
33071,307
33073,320
33076,330
33122,3257
33125,873
33126,3738
33127,348
33128,146
33129,124
33130,474
33131,234
33132,264
33133,312
33134,519
33135,792
33136,200
33137,322
33138,247
33139,382
33140,227
33141,455
33142,902
33143,333
33144,599
33145,392
33146,118
33147,891
33149,117
33150,339
33154,126
33155,818
33156,339
33157,973
33158,41
33160,523
33161,576
33162,547
33165,1016
33166,9660
33167,340
33168,386
33169,538
33170,344
33172,3839
33173,407
33174,522
33175,847
33176,616
33177,983
33178,2390
33179,598
33180,368
33181,236
33182,1683
33183,481
33184,377
33185,383
33186,1438
33187,294
33189,352
33190,194
33192,862
33193,639
33194,65
33195,2100
33196,669
33198,1297
33301,200
33304,214
33305,105
33306,35
33308,235
33309,666
33311,2457
33312,640
33313,781
33314,524
33315,305
33316,172
33317,378
33319,550
33321,515
33322,588
33323,240
33324,455
33325,319
33326,317
33327,166
33328,267
33330,125
33331,191
33332,238
33334,437
33351,1812
33388,3
33401,269
33403,119
33404,337
33405,221
33406,341
33407,343
33408,133
33409,592
33410,292
33411,762
33412,158
33413,226
33414,514
33415,651
33417,417
33418,308
33426,286
33428,421
33431,145
33432,170
33433,403
33434,221
33435,423
33436,416
33437,294
33441,275
33442,319
33444,219
33445,307
33446,290
33449,94
33455,156
33458,422
33460,302
33461,569
33462,377
33463,654
33467,515
33469,87
33470,440
33472,145
33473,101
33477,64
33478,118
33480,60
33483,73
33484,261
33486,136
33487,172
33493,33
33496,234
33498,113
33510,96
33511,185
33527,49
33534,63
33541,91
33543,166
33544,105
33545,167
33547,83
33548,21
33549,66
33556,136
33558,102
33559,67
33563,70
33565,52
33566,60
33567,33
33569,100
33570,140
33572,120
33573,137
33578,241
33579,223
33584,125
33592,27
33594,109
33596,87
33598,120
33602,95
33603,66
33604,127
33605,44
33606,88
33607,98
33609,66
33610,152
33611,100
33612,157
33613,107
33614,275
33615,238
33616,59
33617,142
33618,88
33619,135
33624,128
33625,119
33626,95
33629,84
33634,141
33635,76
33637,70
33647,215
33701,74
33702,90
33703,68
33704,49
33705,78
33706,30
33707,76
33708,48
33709,56
33710,95
33711,45
33712,85
33713,103
33714,51
33715,30
33716,61
33755,73
33756,104
33759,57
33760,48
33761,53
33762,14
33763,54
33764,81
33765,43
33770,59
33771,87
33772,61
33773,39
33774,49
33776,38
33777,47
33778,37
33781,78
33782,77
33801,107
33803,105
33805,104
33809,107
33810,162
33811,103
33812,53
33813,103
33815,34
33823,139
33830,103
33837,319
33839,17
33844,248
