zipcode,Quantity
00601,42
00602,61
00603,123
00606,4
00610,55
00612,158
00616,7
00617,70
00622,11
00623,89
00624,49
00627,63
00637,55
00638,19
00641,50
00646,108
00647,14
00650,22
00652,9
00653,16
00656,37
00659,34
00660,56
00662,155
00664,17
00667,18
00669,37
00670,5
00674,98
00676,43
00677,20
00678,102
00680,143
00682,81
00683,42
00685,80
00687,68
00688,11
00690,26
00692,82
00693,158
00694,1
00698,76
00703,10
00704,27
00705,54
00707,28
00714,49
00715,7
00716,85
00717,46
00718,52
00719,18
00720,14
00723,26
00725,263
00727,145
00728,127
00729,123
00730,106
00731,29
00735,35
00736,105
00738,122
00739,133
00740,2
00741,9
00745,108
00751,34
00754,76
00757,65
00766,51
00767,56
00769,89
00771,110
00772,15
00773,45
00777,79
00778,121
00780,62
00782,17
00783,52
00784,108
00791,94
00794,33
00795,101
00901,17
00907,48
00909,20
00911,14
00912,13
00913,17
00915,78
00917,53
00918,48
00920,57
00921,99
00923,74
00924,151
00925,12
00926,295
00927,46
00949,192
00952,19
00953,159
00956,216
00957,149
00959,163
00961,125
00962,79
00965,19
00966,50
00968,17
00969,132
00971,23
00976,152
00979,52
00982,50
00983,163
00985,129
00987,149
32003,35
32009,2
32011,22
32034,50
32065,66
32068,73
32073,59
32081,43
32082,32
32084,49
32092,90
32095,47
32097,36
32114,69
32117,65
32118,37
32119,40
32124,36
32127,51
32128,35
32129,47
32132,9
32141,31
32159,38
32162,60
32163,54
32168,50
32169,12
32174,125
32176,17
32202,8
32204,15
32205,40
32206,24
32207,48
32208,46
32209,42
32210,90
32211,66
32216,67
32217,27
32218,122
32219,31
32220,21
32221,57
32222,37
32223,39
32224,54
32225,77
32226,41
32233,32
32234,17
32244,107
32246,68
32250,27
32254,13
32256,109
32257,59
32258,46
32259,112
32266,5
32277,50
32617,4
32696,21
32701,46
32703,131
32707,70
32708,79
32709,3
32712,144
32713,46
32714,82
32720,68
32723,1
32724,75
32725,106
32726,53
32730,12
32732,9
32736,19
32738,136
32744,1
32746,94
32750,54
32751,51
32754,20
32757,64
32763,45
32764,8
32765,137
32766,32
32771,131
32773,85
32776,30
32778,49
32779,59
32780,71
32789,39
32792,95
32796,38
32798,10
32801,55
32803,44
32804,41
32805,47
32806,43
32807,74
32808,168
32809,103
32810,94
32811,175
32812,89
32814,14
32816,14
32817,101
32818,134
32819,121
32820,25
32821,115
32822,207
32824,236
32825,172
32826,77
32827,56
32828,162
32829,75
32832,99
32833,28
32835,143
32836,65
32837,167
32839,209
32901,54
32904,63
32905,61
32907,113
32920,47
32922,23
32926,46
32927,41
32931,19
32934,44
32935,82
32937,47
32940,77
32952,27
32953,45
32955,81
32960,106
32962,140
32968,89
33004,141
33009,740
33010,793
33012,1052
33013,551
33014,822
33015,657
33016,862
33018,998
33019,78
33020,436
33021,370
33023,1285
33024,537
33025,502
33026,185
33027,471
33028,171
33029,466
33030,325
33031,60
33032,692
33033,624
33034,268
33035,165
33054,612
33055,569
33056,408
33060,248
33062,128
33063,572
33064,687
33065,344
33066,110
33067,167
33068,481
33069,269
33071,218
33073,222
33076,209
33122,2430
33125,633
33126,2577
33127,279
33128,78
33129,77
33130,331
33131,146
33132,221
33133,249
33134,332
33135,662
33136,124
33137,200
33138,170
33139,259
33140,155
33141,324
33142,712
33143,231
33144,433
33145,266
33146,85
33147,628
33149,60
33150,248
33154,83
33155,532
33156,164
33157,638
33158,25
33160,362
33161,388
33162,385
33165,652
33166,7073
33167,261
33168,270
33169,408
33170,217
33172,2773
33173,261
33174,408
33175,614
33176,412
33177,663
33178,2022
33179,444
33180,212
33181,176
33182,1490
33183,341
33184,246
33185,287
33186,1098
33187,212
33189,214
33190,120
33192,690
33193,472
33194,70
33195,2190
33196,466
33198,997
33301,117
33304,106
33305,65
33306,23
33308,155
33309,493
33311,1852
33312,438
33313,573
33314,416
33315,234
33316,110
33317,245
33319,377
33321,364
33322,415
33323,137
33324,287
33325,213
33326,179
33327,97
33328,148
33330,66
33331,136
33332,174
33334,339
33351,1481
33388,3
33401,165
33403,77
33404,266
33405,122
33406,257
33407,237
33408,74
33409,482
33410,182
33411,425
33412,106
33413,152
33414,359
33415,466
33417,252
33418,158
33426,172
33428,220
33431,129
33432,122
33433,221
33434,87
33435,220
33436,234
33437,187
33441,207
33442,212
33444,135
33445,190
33446,144
33449,38
33455,94
33458,222
33460,227
33461,393
33462,265
33463,483
33467,333
33469,41
33470,288
33472,114
33473,53
33477,37
33478,65
33480,42
33483,48
33484,147
33486,82
33487,89
33493,20
33496,145
33498,88
33510,82
33511,149
33527,25
33534,47
33541,64
33543,105
33544,73
33545,91
33547,49
33548,14
33549,30
33556,81
33558,53
33559,45
33563,66
33565,33
33566,38
