zipcode,Quantity
00601,32
00602,91
00603,116
00606,7
00610,53
00612,232
00616,6
00617,82
00622,14
00623,115
00624,38
00627,68
00637,78
00638,35
00641,43
00646,130
00647,15
00650,34
00652,8
00653,14
00656,36
00659,60
00660,80
00662,182
00664,24
00667,31
00669,53
00670,14
00674,119
00676,43
00677,28
00678,86
00680,153
00682,99
00683,67
00685,74
00687,89
00688,13
00690,26
00692,82
00693,187
00694,5
00698,105
00703,15
00704,27
00705,68
00707,22
00714,43
00715,4
00716,99
00717,47
00718,61
00719,33
00720,17
00723,33
00725,296
00727,157
00728,152
00729,181
00730,118
00731,15
00735,48
00736,137
00738,120
00739,124
00740,4
00741,16
00745,151
00751,36
00754,102
00757,66
00766,50
00767,58
00769,90
00771,103
00772,15
00773,52
00777,99
00778,141
00780,47
00782,28
00783,48
00784,133
00791,143
00794,38
00795,90
00901,20
00907,55
00909,18
00911,27
00912,19
00913,24
00915,99
00917,84
00918,73
00920,88
00921,120
00923,96
00924,198
00925,18
00926,345
00927,56
00949,270
00952,33
00953,231
00956,233
00957,201
00959,216
00961,113
00962,63
00965,15
00966,65
00968,23
00969,168
00971,43
00976,189
00979,80
00982,70
00983,134
00985,166
00987,193
32003,38
32009,4
32011,26
32034,72
32065,97
32068,101
32073,76
32081,54
32082,39
32084,66
32092,139
32095,42
32097,55
32114,115
32117,84
32118,56
32119,70
32124,43
32127,59
32128,62
32129,55
32132,18
32141,52
32159,63
32162,87
32163,75
32168,74
32169,25
32174,134
32176,35
32202,6
32204,9
32205,43
32206,35
32207,80
32208,58
32209,47
32210,128
32211,81
32216,80
32217,45
32218,168
32219,47
32220,29
32221,66
32222,49
32223,52
32224,84
32225,92
32226,43
32233,44
32234,17
32244,115
32246,90
32250,40
32254,26
32256,148
32257,69
32258,75
32259,136
32266,4
32277,57
32617,11
32696,22
32701,69
32703,212
32707,110
32708,111
32709,9
32712,192
32713,64
32714,103
32720,87
32723,5
32724,128
32725,154
32726,63
32730,13
32732,18
32736,33
32738,197
32744,10
32746,139
32750,76
32751,56
32754,34
32757,105
32763,61
32764,21
32765,165
32766,44
32771,191
32773,110
32776,33
32778,69
32779,74
32780,87
32789,70
32792,150
32796,53
32798,18
32801,73
32803,81
32804,50
32805,66
32806,57
32807,162
32808,248
32809,122
32810,117
32811,188
32812,131
32814,25
32816,7
32817,105
32818,202
32819,135
32820,36
32821,154
32822,262
32824,267
32825,216
32826,74
32827,76
32828,219
32829,97
32831,2
32832,175
32833,38
32835,199
32836,115
32837,237
32839,194
32901,70
32904,104
32905,89
32907,169
32919,1
32920,71
32922,52
32926,64
32927,77
32931,35
32934,60
32935,104
32937,62
32940,136
32952,54
32953,54
32955,114
32960,74
32962,117
32968,70
33004,139
33009,814
33010,857
33012,1137
33013,551
33014,862
33015,776
33016,933
33018,1119
33019,76
33020,456
33021,387
33023,1381
33024,667
33025,642
33026,206
33027,471
33028,200
33029,468
33030,328
33031,78
33032,845
33033,740
33034,271
33035,179
33039,1
33054,645
33055,588
33056,442
33060,271
33062,146
33063,620
33064,696
33065,432
33066,102
33067,159
33068,473
33069,308
33071,284
33073,211
33076,234
33122,2684
33125,726
33126,3173
33127,271
33128,85
33129,95
33130,311
33131,153
33132,219
33133,219
33134,380
33135,659
33136,176
33137,257
33138,201
33139,268
33140,149
33141,328
33142,793
33143,231
33144,465
33145,285
33146,93
33147,736
33149,88
33150,298
33154,90
33155,608
33156,217
33157,694
33158,28
33160,348
33161,435
33162,431
33165,649
33166,8062
33167,256
33168,302
33169,444
