zipcode,Quantity
00601,19
00602,82
00603,115
00606,5
00610,52
00612,147
00616,10
00617,64
00622,10
00623,101
00624,43
00627,56
00637,47
00638,24
00641,31
00646,99
00647,9
00650,18
00652,6
00653,17
00656,25
00659,42
00660,51
00662,165
00664,14
00667,21
00669,43
00670,6
00674,96
00676,48
00677,20
00678,79
00680,119
00682,73
00683,51
00685,65
00687,50
00688,7
00690,20
00692,67
00693,152
00694,2
00698,78
00703,13
00704,7
00705,45
00707,20
00714,38
00715,7
00716,88
00717,37
00718,47
00719,20
00720,9
00723,24
00725,214
00727,132
00728,112
00729,106
00730,95
00731,10
00735,34
00736,90
00738,90
00739,109
00740,6
00741,15
00745,127
00751,38
00754,54
00757,65
00766,34
00767,51
00769,75
00771,77
00772,14
00773,35
00777,67
00778,101
00780,53
00782,17
00783,33
00784,86
00791,97
00794,28
00795,66
00901,23
00907,40
00909,16
00911,18
00912,18
00913,25
00915,80
00917,59
00918,56
00920,57
00921,105
00923,72
00924,145
00925,13
00926,286
00927,29
00949,179
00952,20
00953,156
00956,175
00957,132
00959,141
00961,102
00962,65
00965,15
00966,40
00968,14
00969,140
00971,20
00976,147
00979,53
00982,44
00983,114
00984,5
00985,117
00987,135
32003,34
32009,2
32011,25
32034,69
32065,71
32068,70
32073,39
32081,42
32082,43
32084,36
32092,80
32095,36
32097,40
32114,71
32117,67
32118,44
32119,47
32124,41
32127,61
32128,54
32129,51
32132,10
32141,41
32159,58
32162,87
32163,83
32168,60
32169,18
32174,120
32176,28
32202,6
32204,11
32205,20
32206,7
32207,38
32208,29
32209,25
32210,61
32211,35
32216,31
32217,21
32218,77
32219,19
32220,13
32221,31
32222,25
32223,39
32224,39
32225,67
32226,33
32233,29
32234,7
32244,64
32246,58
32250,35
32254,9
32256,74
32257,41
32258,52
32259,112
32266,9
32277,24
32617,16
32696,25
32701,46
32703,166
32707,64
32708,105
32709,4
32712,142
32713,59
32714,95
32720,84
32723,4
32724,101
32725,133
32726,36
32730,15
32732,13
32736,33
32738,128
32744,3
32746,99
32750,57
32751,50
32754,23
32757,72
32763,58
32764,9
32765,154
32766,37
32771,149
32773,91
32776,34
32778,51
32779,72
32780,88
32789,59
32792,114
32796,49
32798,7
32801,61
32803,54
32804,36
32805,57
32806,56
32807,103
32808,140
32809,121
32810,107
32811,123
32812,77
32814,23
32817,94
32818,174
32819,91
32820,25
32821,101
32822,163
32824,177
32825,191
32826,47
32827,64
32828,184
32829,56
32832,101
32833,24
32835,127
32836,88
32837,158
32839,160
32901,43
32904,114
32905,65
32907,121
32920,57
32922,42
32926,51
32927,72
32931,30
32934,52
32935,94
32937,65
32940,132
32952,39
32953,58
32955,102
32960,58
32962,105
32968,66
33004,93
33009,580
33010,471
33012,697
33013,335
33014,533
33015,562
33016,579
33018,698
33019,84
33020,295
33021,250
33023,879
33024,376
33025,446
33026,132
33027,321
33028,128
33029,357
33030,201
33031,44
33032,552
33033,434
33034,176
33035,127
33054,373
33055,374
33056,284
33060,166
33062,112
33063,404
33064,430
33065,281
33066,75
