zipcode,Quantity
10467,2
10473,1
11101,1
11209,1
11214,1
11754,1
11953,1
1746,1
1778,1
18052,1
1843,1
1852,1
19124,1
19144,1
19145,1
19153,1
19709,1
20737,1
21202,1
21212,1
2128,1
2148,1
2302,1
23111,1
23235,1
27401,1
27502,1
27587,1
27704,1
27713,1
2780,1
28025,1
2818,1
28303,1
28403,1
28451,1
29223,1
29401,1
29403,4
29405,3
29617,1
29687,1
29708,1
30016,1
30039,1
30071,1
30097,1
30188,1
30296,1
30360,1
3064,1
31548,7
31558,3
31907,1
32003,29
32009,2
32011,23
32034,70
32043,2
32063,1
32065,52
32068,66
32073,53
32081,35
32082,35
32084,37
32086,4
32092,74
32095,25
32097,40
32102,9
32113,11
32114,59
32117,57
32118,44
32119,32
32124,29
32127,63
32128,31
32129,46
32132,16
32134,13
32140,3
32141,33
32148,20
32159,36
32162,46
32163,48
32168,72
32169,17
32174,109
32176,26
32177,48
32179,29
32195,3
32202,6
32204,12
32205,35
32206,13
32207,45
32208,35
32209,42
32210,88
32211,50
32216,52
32217,15
32218,122
32219,29
32220,19
32221,43
32222,31
32223,28
32224,41
32225,68
32226,22
32233,30
32234,12
32244,84
32246,76
32250,33
32254,7
32256,83
32257,46
32258,38
32259,77
32266,11
32277,39
32601,32
32603,4
32605,30
32606,30
32607,47
32608,65
32609,25
32611,3
32615,29
32617,10
32618,8
32621,4
32626,15
32640,13
32641,23
32643,23
32653,19
32656,16
32666,9
32667,4
32668,11
32669,41
32686,9
32693,21
32694,3
32696,33
32701,17
32702,7
32703,97
32707,43
32708,51
32709,1
32712,64
32713,29
32714,43
32720,38
32723,5
32724,45
32725,58
32726,24
32730,7
32732,8
32736,17
32738,74
32744,5
32746,38
32750,23
32751,34
32754,18
32757,43
32763,32
32764,12
32765,68
32766,18
32767,2
32771,70
32773,38
32776,15
32778,33
32779,28
32780,46
32784,16
32789,35
32792,74
32796,27
32798,2
32801,26
32803,18
32804,25
32805,28
32806,29
32807,53
32808,75
32809,43
32810,45
32811,53
32812,43
32814,9
32816,2
32817,30
32818,78
32819,43
32820,16
32821,55
32822,91
32824,91
32825,64
32826,30
32827,28
32828,71
32829,37
32832,58
32833,8
32835,68
32836,29
32837,81
32839,73
32901,24
32903,26
32904,69
32905,66
32907,74
32908,37
32909,50
32920,34
32922,18
32926,26
32927,24
32931,15
32934,23
32935,52
32937,63
32940,57
32952,18
32953,27
32955,48
32960,237
32962,308
32968,164
33004,178
33009,849
33010,899
33012,1210
33013,682
33014,1011
33015,856
33016,837
33018,1071
33019,107
33020,596
33021,463
33023,1381
33024,800
33025,797
33026,254
33027,570
33028,233
33029,510
33030,456
33031,119
33032,986
33033,904
33034,366
33035,253
33054,733
33055,739
33056,551
33060,360
33062,167
33063,829
33064,803
33065,525
33066,167
33067,202
33068,695
33069,360
33071,298
33073,294
33076,276
33106,14
33116,1
33122,2899
33125,818
33126,2890
33127,325
33128,110
33129,105
33130,389
33131,167
33132,217
33133,219
33134,419
33135,643
33136,157
33137,277
33138,218
33139,349
33140,209
33141,400
33142,951
33143,247
33144,508
33145,311
33146,73
33147,897
33149,97
33150,343
33154,93
33155,619
33156,248
33157,792
33158,38
33160,429
33161,535
33162,577
33165,844
33166,6303
33167,361
33168,351
33169,573
33170,303
33172,3800
33173,313
33174,402
33175,769
33176,466
33177,830
33178,1821
33179,503
33180,295
33181,220
33182,1223
33183,453
33184,345
33185,358
33186,1096
33187,319
33189,285
33190,171
33191,255
33192,575
33193,582
33194,58
33195,2716
33196,560
33198,620
33206,4
33301,148
33304,169
33305,94
33306,23
33308,228
33309,578
33311,2377
33312,736
33313,784
33314,486
33315,294
33316,191
33317,363
33319,542
33321,490
33322,463
33323,188
33324,414
33325,267
33326,225
33327,122
33328,229
33330,100
33331,171
33332,147
33334,392
33351,1333
33401,234
33403,136
33404,399
33405,202
33406,316
33407,343
33408,134
33409,522
33410,258
33411,657
33412,212
33413,192
33414,441
33415,667
33417,370
33418,317
33426,225
33428,360
33430,268
33431,151
33432,139
33433,315
33434,140
33435,336
33436,444
33437,287
33441,290
33442,291
33444,238
33445,315
33446,209
33449,65
33455,160
33458,371
33460,321
33461,633
33462,354
33463,690
33467,546
33469,81
33470,530
33472,153
33473,72
33477,58
33478,116
33480,79
33483,83
33484,217
33486,128
33487,147
33493,46
33496,198
33498,110
33510,33
33511,57
33513,18
33514,2
33523,17
33525,20
33527,17
33534,24
33538,12
33541,28
33543,57
33544,52
33545,50
33547,33
33548,2
33549,14
33556,47
33558,37
33559,18
33563,32
33565,35
33566,28
33567,14
33569,30
33570,405
33572,235
33573,334
33576,12
33578,86
33579,81
33584,39
33585,11
33592,16
33594,50
33596,37
33597,17
33598,457
33602,42
33603,24
33604,62
33605,22
33606,25
33607,35
33609,17
33610,60
33611,37
33612,69
33613,47
33614,89
33615,84
33616,32
33617,43
33618,31
33619,70
33624,50
33625,38
33626,41
33629,31
33634,51
33635,22
33637,20
33647,66
33701,18
33702,27
33703,18
33704,22
33705,31
33706,16
33707,27
33708,15
33709,24
33710,34
33711,17
33712,34
33713,37
33714,23
33715,9
33716,16
33755,27
33756,32
33759,13
33760,20
33761,17
33762,4
33763,18
33764,28
