zipcode,Quantity
10460,1
11204,1
11354,1
11373,1
11413,1
11427,1
11520,1
11722,1
14120,1
15203,1
18104,1
1904,1
19073,1
19107,1
19123,1
1960,1
19801,1
19962,1
20002,1
20147,1
20164,1
20166,1
20607,1
20854,1
20877,2
21042,1
21133,1
21218,1
2149,1
2184,1
22309,1
22310,1
23662,1
23666,1
23834,1
2571,1
27409,1
27604,1
27615,1
27704,1
28212,1
28278,1
29201,1
29204,1
29615,1
29715,1
30039,1
30054,1
30083,1
30135,1
30157,1
30180,1
30238,1
30253,1
30309,1
30311,1
30342,1
31419,1
32003,45
32009,4
32011,25
32034,98
32044,1
32065,50
32068,82
32073,60
32080,1
32081,60
32082,48
32084,63
32092,113
32095,31
32097,42
32102,6
32113,27
32114,91
32117,92
32118,56
32119,58
32124,56
32127,79
32128,53
32129,52
32132,17
32134,19
32140,5
32141,50
32148,25
32159,36
32162,75
32163,91
32168,95
32169,22
32174,153
32176,33
32177,51
32179,34
32195,5
32202,6
32204,9
32205,42
32206,20
32207,52
32208,32
32209,42
32210,104
32211,55
32216,59
32217,36
32218,121
32219,38
32220,26
32221,56
32222,28
32223,29
32224,55
32225,80
32226,38
32233,30
32234,6
32244,83
32246,73
32250,49
32254,23
32256,78
32257,46
32258,55
32259,110
32266,13
32277,44
32601,24
32603,8
32605,56
32606,57
32607,57
32608,115
32609,36
32615,42
32617,11
32618,21
32621,16
32626,33
32640,23
32641,27
32643,32
32653,37
32656,23
32666,14
32667,9
32668,19
32669,43
32686,14
32693,32
32694,5
32696,43
32701,32
32702,11
32703,74
32707,45
32708,54
32709,3
32712,73
32713,31
32714,47
32720,49
32724,57
32725,85
32726,37
32730,10
32732,12
32736,16
32738,80
32744,4
32746,66
32750,32
32751,32
32754,17
32757,42
32763,32
32764,16
32765,103
32766,19
32767,7
32771,94
32773,41
32776,18
32778,35
32779,54
32780,42
32784,16
32789,44
32792,61
32796,24
32798,2
32801,41
32803,29
32804,37
32805,34
32806,34
32807,47
32808,77
32809,44
32810,58
32811,65
32812,44
32814,15
32816,2
32817,46
32818,85
32819,56
32820,12
32821,45
32822,88
32824,88
32825,79
32826,26
32827,38
32828,89
32829,30
32831,1
32832,71
32833,12
32835,71
32836,44
32837,89
32839,89
32901,52
32903,21
32904,99
32905,82
32907,126
32908,45
32909,66
32920,76
32922,19
32926,38
32927,42
32931,13
32934,36
32935,93
32937,74
32940,86
32952,21
32953,39
32955,52
32960,175
32962,243
32968,133
33004,153
33009,653
33010,693
33012,1049
33013,518
33014,752
33015,646
33016,708
33018,892
33019,102
33020,480
33021,432
33023,1205
33024,676
33025,633
33026,202
33027,493
33028,176
33029,390
33030,386
33031,84
33032,744
33033,685
33034,290
33035,187
33054,585
33055,590
33056,507
33060,309
33062,168
33063,680
33064,683
33065,499
33066,119
33067,182
33068,566
33069,291
33071,270
33073,238
33076,221
33106,15
33116,1
33122,1890
33125,615
33126,1990
33127,234
33128,68
33129,81
33130,275
33131,163
33132,223
33133,210
33134,323
33135,503
33136,144
33137,232
33138,177
33139,305
33140,129
33141,296
33142,738
33143,198
33144,359
33145,232
33146,79
33147,658
33149,63
33150,274
33154,89
33155,504
33156,187
33157,656
33158,22
33160,376
33161,444
33162,459
33165,617
33166,4153
33167,227
33168,296
33169,443
33170,211
33172,2458
33173,269
33174,360
33175,531
33176,347
33177,603
33178,1441
33179,389
33180,229
33181,162
33182,1055
33183,294
33184,259
33185,234
33186,855
33187,212
33189,237
33190,118
33191,217
33192,513
33193,401
33194,36
33195,2248
33196,426
33198,384
33206,3
33301,129
33304,151
33305,82
33306,15
33308,196
33309,480
33311,1464
33312,553
33313,638
33314,373
33315,224
33316,145
33317,296
33319,467
33321,378
33322,333
33323,158
33324,289
33325,202
33326,190
33327,100
33328,191
33330,88
33331,132
33332,130
33334,271
33351,914
33401,197
33403,98
33404,313
33405,132
33406,236
33407,289
33408,99
33409,410
