zipcode,Quantity
10459,1
10465,1
11223,1
11419,1
11420,1
11501,1
13209,1
17015,1
17022,1
17057,1
1851,1
19128,1
20008,1
20164,1
20170,1
20782,1
20783,1
20902,1
21117,1
21207,1
2136,1
23005,1
23225,1
2360,1
23669,1
27407,1
2744,1
27604,2
27612,1
27701,1
27704,1
28083,1
28269,1
29405,1
29483,1
30022,1
30032,1
30043,1
30092,1
30096,1
30345,1
30542,1
3104,1
32003,81
32009,6
32011,42
32034,142
32044,2
32065,136
32068,157
32073,136
32081,80
32082,93
32084,106
32092,156
32095,95
32097,63
32102,14
32113,32
32114,206
32117,223
32118,90
32119,123
32124,80
32127,154
32128,138
32129,130
32132,46
32134,40
32140,10
32141,106
32148,53
32159,60
32162,103
32163,134
32168,187
32169,41
32174,305
32176,86
32177,116
32179,69
32195,10
32202,5
32204,17
32205,70
32206,44
32207,92
32208,61
32209,62
32210,180
32211,90
32216,100
32217,60
32218,225
32219,51
32220,29
32221,104
32222,61
32223,50
32224,105
32225,134
32226,68
32233,49
32234,26
32244,168
32246,165
32250,67
32254,32
32256,157
32257,123
32258,121
32259,183
32266,10
32277,69
32601,50
32603,4
32605,85
32606,84
32607,153
32608,214
32609,91
32611,5
32615,75
32617,25
32618,38
32621,40
32626,63
32640,70
32641,73
32643,49
32653,70
32656,34
32666,13
32667,8
32668,41
32669,99
32686,30
32693,69
32694,15
32696,89
32701,44
32702,16
32703,149
32707,89
32708,106
32709,7
32712,147
32713,72
32714,92
32720,77
32724,135
32725,125
32726,52
32730,18
32732,13
32736,31
32738,126
32744,14
32746,111
32750,58
32751,48
32754,26
32757,79
32763,70
32764,32
32765,139
32766,43
32767,16
32771,145
32773,63
32776,43
32778,60
32779,72
32780,83
32784,53
32789,75
32792,107
32796,52
32798,12
32801,48
32803,48
32804,75
32805,39
32806,65
32807,75
32808,133
32809,83
32810,82
32811,135
32812,93
32814,19
32816,2
32817,57
32818,122
32819,110
32820,34
32821,115
32822,189
32824,204
32825,175
32826,59
32827,64
32828,155
32829,56
32832,135
32833,36
32835,126
32836,75
32837,134
32839,156
32901,92
32903,45
32904,171
32905,116
32907,294
32908,60
32909,166
32920,208
32922,24
32926,51
32927,61
32931,38
32934,49
32935,171
32937,108
