zipcode,Quantity
1013,1
1020,1
10302,1
10304,2
10307,1
10308,1
10310,1
10312,2
10314,2
10459,2
10460,3
10461,3
10462,4
10463,1
10465,1
10466,4
10467,3
10471,1
10472,1
10473,2
10474,1
10607,1
10703,1
10705,2
10803,1
10804,1
11004,1
11020,1
11030,1
11050,1
11101,1
11102,2
11103,1
11106,2
11203,6
11204,4
11206,1
11207,2
11208,1
11209,2
11212,2
11213,1
11214,1
11215,1
11216,2
11218,1
11220,1
11221,1
11223,1
11224,1
11225,1
11226,3
11228,1
11230,1
11231,1
11233,3
11234,1
11235,6
11236,1
11355,2
11356,1
11357,2
11358,1
11365,1
11372,4
11373,2
11374,1
11375,1
11377,4
11379,1
11385,1
11412,1
11413,3
11419,2
11420,1
11423,1
11429,2
11434,6
11435,2
11436,1
11530,1
11542,3
11545,1
11550,2
11553,1
11572,1
11581,1
11590,1
11691,1
11693,1
11694,1
11717,2
11727,1
11730,1
11731,1
11735,1
11738,1
11741,1
11743,2
11746,1
11747,2
11752,1
11758,2
11764,2
11767,1
11768,1
11776,1
11778,1
11784,2
11787,1
11792,2
11801,1
11950,1
11961,1
11967,2
14004,1
14094,1
14201,1
14213,1
14215,1
14219,1
14224,1
15010,1
15057,1
15209,1
15227,2
15239,1
15601,1
15642,1
15668,1
17011,1
1702,1
17104,1
1721,1
18015,1
18017,1
18020,1
18042,1
18102,1
1841,1
1845,1
19013,1
1902,1
19020,1
19023,1
19053,1
19060,1
19082,1
19104,2
19111,2
19114,1
19115,1
19120,1
19121,1
19122,1
19124,1
19126,1
19132,1
19135,1
19136,1
19140,1
19141,1
19143,3
19144,3
19145,2
19154,1
1930,1
19428,1
19540,1
19609,2
19701,2
19702,2
19711,1
19720,1
19802,1
19804,2
19805,2
20001,1
20003,1
20016,1
20019,2
20020,1
20111,1
20120,1
2026,1
2035,1
2062,1
20706,2
20708,1
20737,2
20743,2
20744,1
20747,1
20770,2
20774,3
20782,2
20783,2
20817,1
20850,1
20851,1
20871,1
20874,2
20878,1
20879,1
20886,1
20901,2
20902,1
20904,1
21060,2
21061,1
21076,1
21093,2
21117,1
21144,1
2119,1
21202,1
21205,1
21208,1
21209,1
21212,3
21215,2
21216,2
21218,3
21222,1
21223,1
21226,1
21234,1
21236,1
21237,1
21239,1
2124,1
2126,2
2131,1
2135,1
2136,1
2144,1
2145,2
2148,1
2149,2
2150,2
2151,2
2155,1
2169,2
2189,1
22003,1
22204,1
22207,1
22306,1
23116,1
23223,2
2356,1
2368,1
23860,1
2421,1
2446,1
2478,1
2720,1
2721,1
2745,2
2746,1
2780,2
28211,1
2864,1
2895,1
2904,1
2907,1
30014,1
30314,1
32003,9
32009,2
32011,6
32034,12
32065,23
32068,38
32073,32
32081,13
32082,15
32084,34
32092,31
32095,14
32097,17
32114,41
32117,19
32118,15
32119,16
32124,5
32127,29
32128,21
32129,24
32132,6
32141,11
32159,9
32162,18
32163,17
32168,22
32169,6
32174,41
32176,9
32202,1
32204,3
32205,15
32206,11
32207,14
32208,24
32209,24
32210,44
32211,31
32216,29
32217,9
32218,70
32219,14
32220,7
32221,23
32222,15
32223,14
32224,28
32225,23
32226,15
32233,12
32234,10
32244,39
32246,45
32250,11
32254,11
32256,36
32257,22
32258,27
32259,43
32266,3
32277,26
32696,14
32701,20
32703,54
32707,25
32708,36
32709,2
32712,48
32713,13
32714,38
32720,28
32724,36
32725,51
32726,18
32730,5
32732,4
32736,10
32738,61
32744,3
32746,38
32750,18
32751,19
32754,9
32757,21
32763,19
32764,3
32765,48
32766,9
32771,71
32773,38
32776,11
32778,23
32779,26
32780,22
32789,18
32792,44
32796,15
32798,2
32801,25
32803,11
32804,11
32805,28
32806,22
32807,44
32808,75
32809,52
32810,32
32811,52
32812,36
32814,7
32816,5
32817,32
32818,63
32819,40
32820,7
32821,56
32822,75
32824,90
32825,59
32826,35
32827,28
32828,58
32829,28
32832,45
32833,8
32835,66
32836,26
32837,84
32839,86
32901,27
32904,33
32905,27
32907,42
32920,20
32922,13
32926,22
32927,13
32931,7
32934,14
32935,25
32937,15
32940,30
32952,13
32953,10
32955,19
32960,45
32962,54
32968,27
33004,59
33009,254
33010,220
33012,323
33013,207
33014,324
33015,269
33016,289
33018,337
33019,32
33020,150
33021,120
33023,419
33024,210
33025,208
33026,74
33027,149
33028,67
33029,162
33030,96
33031,17
33032,280
33033,233
33034,79
33035,74
33054,192
33055,202
33056,126
33060,99
33062,52
33063,211
33064,239
33065,132
33066,38
33067,61
33068,167
33069,103
33071,83
33073,78
33076,87
33122,895
33125,227
33126,820
33127,105
33128,36
33129,24
33130,98
33131,83
33132,99
33133,100
33134,117
33135,229
33136,58
33137,88
33138,49
33139,114
33140,50
33141,97
33142,229
33143,73
33144,141
33145,97
33146,36
33147,212
33149,24
33150,79
33154,27
33155,190
33156,80
33157,257
33158,10
33160,124
33161,159
33162,176
33165,219
33166,2450
33167,95
33168,81
33169,140
33170,71
33172,996
33173,98
33174,133
33175,217
33176,122
33177,215
33178,771
33179,158
33180,100
33181,73
33182,520
33183,126
33184,76
33185,124
33186,402
33187,72
33189,81
33190,30
33192,305
33193,160
33194,15
33195,1082
33196,163
33198,354
33301,40
33304,43
33305,30
33306,11
33308,57
33309,201
33311,606
33312,153
33313,188
33314,165
33315,74
33316,43
33317,99
33319,116
33321,109
33322,154
33323,48
33324,112
33325,75
33326,77
33327,47
33328,71
33330,33
33331,54
33332,54
33334,131
33351,540
33388,1
33401,80
33403,23
33404,73
33405,39
33406,87
33407,85
33408,18
33409,170
33410,80
33411,179
33412,31
33413,51
33414,124
33415,177
33417,87
33418,63
33426,55
33428,91
33431,42
33432,46
33433,79
33434,35
33435,82
33436,92
33437,65
33441,66
33442,86
33444,56
33445,68
33446,48
33449,12
33455,35
33458,89
33460,72
33461,144
33462,90
33463,174
33467,107
33469,24
33470,99
33472,40
33473,28
33477,13
33478,20
33480,8
33483,15
33484,57
33486,41
33487,39
33493,8
33496,56
33498,29
33510,41
33511,68
33527,15
33534,19
33541,22
33543,50
33544,30
33545,63
