zipcode,Quantity
10980,1
11365,1
13039,1
14052,1
14094,1
14127,1
15062,1
1604,1
1606,1
17104,1
17111,1
17402,1
17522,1
1757,1
1841,1
1844,1
1851,1
19029,1
19054,1
19083,1
19135,1
19137,1
19140,1
19143,1
19149,1
19533,1
19701,1
19720,1
19966,1
20020,1
20170,1
2048,1
2050,1
20603,2
20705,1
20708,1
20722,2
20735,1
20784,1
20850,1
20874,1
20906,1
21040,1
21050,1
21207,1
21214,1
21215,1
21218,1
21223,1
21229,1
2143,1
2169,1
21769,1
22151,1
22192,1
22301,1
2301,1
23229,1
23237,1
23452,2
23513,1
2368,1
23704,1
23707,1
23803,2
23834,1
2703,1
27407,1
27526,1
2760,1
27609,1
27704,1
28027,1
28115,1
28173,1
28805,1
2904,1
29210,1
29403,1
29405,3
29412,1
29414,1
29445,1
29466,1
30008,1
30022,1
30102,2
30115,1
30135,1
30152,1
30188,1
30252,1
30281,1
30327,1
30339,1
3053,1
30815,1
3109,1
31407,1
32003,47
32009,12
32011,48
32034,184
32044,3
32065,82
32068,132
32073,94
32081,57
32082,47
32084,76
32092,128
32095,45
32097,74
32102,15
32113,37
32114,158
32117,187
32118,82
32119,131
32124,113
32127,148
32128,109
32129,130
32132,32
32134,49
32140,9
32141,110
32148,49
32159,51
32162,84
32163,88
32168,193
32169,47
32174,337
32176,78
32177,105
32179,78
32195,12
32202,7
32204,11
32205,50
32206,29
32207,74
32208,69
32209,43
32210,120
32211,75
32216,78
32217,45
32218,161
32219,52
32220,28
32221,79
32222,58
32223,51
32224,72
32225,112
32226,53
32233,29
32234,27
32244,137
32246,110
32250,50
32254,33
32256,119
32257,85
32258,81
32259,164
32266,7
32277,68
32601,54
32603,8
32605,109
32606,75
32607,137
32608,216
32609,80
32611,2
32615,82
32617,28
32618,55
32621,48
32626,67
32640,57
32641,72
32643,94
32653,69
32656,52
32666,27
32667,15
32668,29
32669,125
32686,35
32693,70
32694,9
32696,78
32701,35
32702,14
32703,91
32707,38
32708,50
32709,7
32712,79
32713,37
32714,63
32720,66
32723,1
32724,88
32725,89
32726,30
32730,9
32732,12
32736,15
32738,138
32744,8
32746,56
32750,43
32751,23
32754,21
32757,50
32763,33
32764,22
32765,68
32766,25
32767,19
32771,89
32773,50
32776,26
32778,35
32779,41
32780,58
32784,34
32789,24
32792,56
32796,25
32798,6
32801,19
32803,33
32804,30
32805,26
32806,30
32807,60
32808,85
32809,67
32810,64
32811,82
32812,67
32814,4
32816,1
32817,49
32818,100
32819,56
32820,21
32821,55
32822,131
32824,140
32825,91
32826,38
32827,45
32828,86
32829,33
32832,81
32833,18
32835,70
32836,35
32837,95
32839,120
32901,75
32903,62
32904,103
32905,133
32907,250
32908,95
32909,141
32920,114
32922,22
32926,42
32927,40
32931,15
32934,25
32935,116
32937,147
32940,108
32952,35
32953,33
32955,52
32960,210
32962,297
32968,180
33004,162
33009,911
33010,833
33012,1204
33013,601
33014,1034
33015,858
33016,941
33018,1158
33019,102
33020,527
33021,440
33023,1875
33024,734
33025,843
33026,233
33027,589
33028,206
33029,542
33030,406
33031,86
33032,1013
33033,897
33034,302
33035,223
33039,1
33054,758
33055,751
33056,549
33060,297
33062,153
33063,855
33064,756
33065,462
33066,137
33067,229
33068,663
33069,377
33071,282
33073,223
33076,241
33106,26
33116,1
33122,3036
33125,634
33126,4231
33127,242
33128,82
33129,78
33130,303
33131,144
33132,233
33133,192
33134,277
33135,520
33136,141
33137,164
33138,181
33139,234
33140,133
33141,288
33142,690
33143,212
33144,390
33145,240
33146,74
33147,645
33149,90
33150,246
33154,83
33155,487
33156,226
33157,691
33158,34
33160,318
33161,417
33162,436
33165,666
33166,12087
33167,324
33168,256
33169,446
33170,221
33172,3585
33173,288
33174,336
33175,714
33176,371
33177,763
33178,2607
33179,403
33180,200
33181,160
33182,2410
33183,365
33184,286
33185,292
33186,894
33187,249
33189,267
33190,128
33191,419
33192,887
33193,457
33194,47
33195,4705
33196,509
33198,969
33206,5
33301,94
33304,104
33305,59
33306,22
33308,142
33309,493
33311,3892
33312,577
33313,646
33314,377
33315,252
33316,138
33317,282
33319,419
33321,355
33322,392
33323,147
33324,322
33325,218
33326,186
33327,96
33328,154
33330,75
33331,115
33332,147
33334,331
33351,2321
33401,165
33403,109
33404,262
33405,132
33406,230
33407,287
33408,90
33409,414
33410,179
33411,509
33412,143
33413,131
33414,340
33415,425
33417,284
33418,212
33426,198
33428,280
33430,248
33431,97
33432,92
33433,246
33434,102
33435,261
33436,317
33437,243
33441,212
33442,252
33444,171
33445,189
33446,154
33449,43
33455,116
33458,240
33460,235
33461,378
33462,261
33463,471
33467,362
33469,47
33470,365
33472,130
33473,54
33477,57
33478,83
33480,51
33483,49
33484,124
33486,101
33487,107
33493,55
33496,136
33498,92
33510,35
33511,105
33513,52
33514,11
33523,54
33525,57
33527,16
33534,37
33538,45
33541,56
33543,66
33544,47
33545,78
33547,53
33548,15
33549,15
33556,47
33558,36
33559,33
33563,30
33565,46
33566,26
33567,20
33569,57
33570,319
33572,172
33573,246
33576,29
33578,89
33579,99
33584,43
33585,14
33592,15
33594,46
33596,52
33597,41
33598,281
33602,30
33603,29
33604,73
33605,19
33606,22
33607,43
33609,20
33610,69
33611,49
33612,69
33613,49
33614,118
33615,117
33616,21
33617,71
33618,54
33619,90
33624,80
33625,48
33626,32
33629,37
33634,78
33635,34
33637,34
33647,85
33701,19
33702,23
33703,23
33704,29
33705,34
33706,15
33707,34
33708,22
33709,34
33710,46
33711,25
33712,38
33713,42
33714,30
33715,7
33716,24
33755,38
33756,44
33759,21
33760,17
33761,23
33762,10
33763,23
33764,23
33765,22
33770,29
33771,41
33772,28
33773,28
33774,18
33776,17
33777,32
33778,18
33781,52
33782,33
33801,62
33803,35
33805,33
33809,48
33810,79
33811,57
33812,25
33813,55
33815,22
33823,76
33830,62
33837,131
33839,7
33844,143
33850,11
33860,35
33868,14
33880,64
33881,57
33884,63
33896,76
33897,69
33901,180
33903,253
33904,291
33905,331
33907,157
33908,258
33909,475
33912,133
33913,262
33914,427
33916,235
33917,389
33919,203
33920,86
33922,46
33928,257
33931,34
33935,275
33936,346
33946,18
33947,103
33948,188
33950,195
33952,382
33953,126
33954,133
33955,128
33956,27
33966,104
33967,192
33971,380
33972,261
33973,121
33974,256
33976,341
33980,126
33981,169
33982,220
33983,176
33990,355
33991,313
33993,524
34102,90
34103,74
34104,224
34105,109
34108,76
34109,183
34110,149
34112,227
34113,205
34114,217
34116,349
34117,225
34119,246
34120,499
34134,96
34135,289
34142,300
34145,127
34201,21
34202,167
34203,242
34205,258
34207,305
34208,264
34209,192
34210,106
34211,222
34212,157
34219,373
34221,341
34222,148
34223,88
34224,136
34228,23
34229,44
34231,166
34232,261
34233,127
34234,227
34235,109
34236,65
34237,139
34238,118
34239,83
34240,168
34241,115
34242,23
34243,225
34251,95
34266,220
34269,41
34275,199
34285,94
34286,188
34287,203
34288,133
34289,23
34291,86
34292,105
34293,272
34420,61
34428,72
34429,53
34431,48
34432,101
34433,64
34434,94
34436,64
34442,92
34446,109
34448,69
34449,19
34450,78
34452,74
34453,91
34461,62
34465,121
34470,38
34471,52
34472,78
34473,82
34474,41
34475,27
34476,69
34479,28
34480,62
34481,195
34482,124
34484,10
34488,74
34491,54
34498,2
34601,68
34602,32
34604,29
34606,45
34607,7
34608,51
34609,77
34610,48
34613,57
34614,37
34637,20
34638,70
34639,43
34652,40
34653,48
34654,39
34655,68
34661,2
34667,54
34668,78
34669,25
34677,20
34683,42
34684,32
34685,28
34688,7
34689,43
34690,19
34691,38
34695,28
34698,31
34705,7
34711,88
34714,63
34715,56
34731,31
34734,9
34736,45
34737,8
34741,143
34743,68
34744,171
34746,153
34747,61
34748,61
34753,17
34756,17
34758,100
34759,118
34760,1
34761,83
34762,37
34769,52
34771,131
34772,84
34773,25
34785,115
34786,81
34787,260
34788,29
34797,3
34945,91
34946,82
34947,136
34949,36
34950,120
34951,148
34952,348
34953,866
34956,86
34957,160
34981,35
34982,232
34983,459
34984,185
34986,234
34987,477
34990,220
34994,132
34996,61
34997,274
35020,1
35068,1
35601,1
37129,1
37323,1
38115,1
38117,1
43214,1
43605,1
44111,1
48066,1
48375,1
53704,1
601,107
602,213
603,296
6037,1
60473,1
606,19
60628,1
60637,1
610,161
612,435
616,54
617,181
622,35
623,236
624,131
627,181
637,185
638,90
641,138
646,263
647,21
650,83
652,22
653,58
656,106
659,177
660,116
6614,1
662,390
664,64
667,125
669,152
670,32
674,269
676,183
677,86
6770,1
6779,1
678,229
680,341
682,214
683,153
685,226
687,150
688,62
690,41
692,200
693,379
694,3
698,256
70094,1
70123,1
703,114
704,50
7047,1
705,146
7055,1
707,69
7103,2
7105,1
714,119
715,24
716,250
717,125
718,142
719,135
720,64
7205,1
723,102
725,672
727,302
728,311
729,298
730,253
73064,1
7307,1
731,48
73135,1
735,81
736,301
738,237
739,263
740,9
741,34
745,293
75082,1
751,110
75149,1
75211,1
75216,1
75241,1
754,195
75442,1
757,132
76028,1
76087,1
76133,1
766,136
767,174
769,212
77020,1
77036,1
77053,1
77061,1
77070,1
77072,1
77080,1
771,254
7711,1
772,108
773,126
77382,1
77479,1
77630,1
777,193
778,290
77845,1
780,134
78109,1
782,103
78207,1
78253,1
783,159
784,280
7860,1
78644,1
78724,1
791,297
794,143
795,233
80024,1
8008,1
80218,1
80226,1
80233,2
80504,1
80538,1
8069,1
8098,1
8204,1
8210,1
83605,1
83669,1
84015,1
84074,1
84087,1
84116,1
84780,1
85017,1
85035,1
85041,1
85143,1
85257,1
85288,1
85301,1
85350,1
85353,1
85715,1
85718,1
8628,1
87113,1
8722,2
8844,1
8852,1
8861,1
8873,1
89011,1
89031,1
89081,1
89103,1
89115,1
90018,1
90019,1
90022,1
90037,1
901,23
90250,1
90404,1
90604,1
90650,1
907,85
90706,1
909,54
911,39
912,35
91206,1
91208,1
913,41
91331,1
91342,1
915,154
91601,1
917,126
918,98
91977,1
920,145
921,227
92102,2
92234,1
923,175
92324,1
924,362
925,29
926,681
92620,1
927,91
92706,1
92780,1
93004,1
93065,1
93277,1
93306,2
93309,1
934,1
93422,1
93534,1
93535,2
93536,1
94588,1
94595,1
949,464
95111,1
95124,1
952,64
953,460
956,591
957,376
959,385
961,228
962,164
965,44
966,107
968,32
969,307
971,106
97217,1
97402,1
976,313
979,122
98004,1
98032,1
982,109
983,307
984,1
985,297
98662,1
98686,1
987,393
